distance (nm),number_prob_density
-4.0,0.2515613687266135
-3.973333333333333,0.25300770703783404
-3.9466666666666668,0.2579049578109037
-3.92,0.2547839119814316
-3.8933333333333335,0.2534136967392263
-3.8666666666666667,0.25645861949968557
-3.84,0.2606453882953158
-3.8133333333333335,0.25417492742934106
-3.7866666666666666,0.25394655822230666
-3.76,0.2539465582223053
-3.7333333333333334,0.2536420659462607
-3.7066666666666666,0.2550630299011441
-3.68,0.2543525479237012
-3.6533333333333333,0.2581079526615973
-3.6266666666666665,0.2520688558533591
-3.6,0.2595035422601448
-3.5733333333333333,0.2517389892209723
-3.546666666666667,0.2549869068321302
-3.52,0.2546062914870728
-3.493333333333333,0.2533883223828878
-3.466666666666667,0.24942992279429205
-3.44,0.2528808352561459
-3.413333333333333,0.25871693721369154
-3.3866666666666667,0.2608737575023516
-3.36,0.25960503968549353
-3.333333333333333,0.2579303321672433
-3.3066666666666666,0.25300770703782804
-3.28,0.25803182959259197
-3.2533333333333334,0.2518404866463223
-3.2266666666666666,0.2551645273264891
-3.2,0.25968116275450503
-3.1733333333333333,0.2572452245461375
-3.1466666666666665,0.2610767523530475
-3.12,0.2595542909728192
-3.0933333333333333,0.2657202595627493
-3.0666666666666664,0.2651620237233304
-3.04,0.27021152063442677
-3.013333333333333,0.26762333628803636
-2.9866666666666664,0.2708966282555327
-2.96,0.2701861462780882
-2.9333333333333336,0.2677248337133825
-2.9066666666666663,0.272672833199134
-2.88,0.27830594030597966
-2.8533333333333335,0.2789402992144101
-2.8266666666666667,0.27668198150040285
-2.8,0.27713871991447037
-2.7733333333333334,0.2798284016862107
-2.7466666666666666,0.284446534539574
-2.7199999999999998,0.27881342743272297
-2.6933333333333334,0.27904179663975875
-2.6666666666666665,0.2832285654353903
-2.6399999999999997,0.27751933525953176
-2.6133333333333333,0.27523564318918337
-2.586666666666667,0.26960253608233237
-2.5599999999999996,0.2646291622402539
-2.533333333333333,0.26224397274455696
-2.506666666666667,0.25232259941672835
-2.48,0.245801389838078
-2.453333333333333,0.2353979037398408
-2.4266666666666667,0.23067827346113007
-2.4,0.21892994647702452
-2.373333333333333,0.20789210147035853
-2.3466666666666667,0.1971841230960776
-2.32,0.1884807188724314
-2.293333333333333,0.17795036099251132
-2.2666666666666666,0.16305561382259529
-2.24,0.15579854791016676
-2.213333333333333,0.1449383233978646
-2.1866666666666665,0.13841711381921223
-2.16,0.12392835635069399
-2.1333333333333333,0.11725490063402066
-2.1066666666666665,0.10680066582310987
-2.08,0.10091381515288907
-2.0533333333333332,0.0954075798277251
-2.0266666666666664,0.08695791916745006
-2.0,0.07655443306921453
-1.9733333333333332,0.07120044388207357
-1.9466666666666663,0.06599870083295621
-1.92,0.059883480955698926
-1.893333333333333,0.05780278373605315
-1.8666666666666667,0.05310852781367784
-1.8399999999999999,0.048921759018045574
-1.813333333333333,0.04552159526886715
-1.7866666666666666,0.04250204686474456
-1.7599999999999998,0.03864514470149591
-1.7333333333333334,0.03476286818191046
-1.7066666666666666,0.03118508393837078
-1.6799999999999997,0.029155135431397805
-1.6533333333333333,0.026871443361053415
-1.6266666666666665,0.023547402680885326
-1.5999999999999996,0.02166970031193537
-1.5733333333333333,0.019512880023276738
-1.5466666666666664,0.017330685378281082
-1.52,0.014209639548810108
-1.4933333333333332,0.01266180381224314
-1.4666666666666663,0.01190057312212859
-1.44,0.009033270856029282
-1.413333333333333,0.007206317199753689
-1.3866666666666667,0.006039096808244294
-1.3599999999999999,0.005962973739232806
-1.333333333333333,0.004465886715340319
-1.3066666666666666,0.0037554047378998132
-1.2799999999999998,0.002765804840750537
-1.253333333333333,0.002207569001332995
-1.2266666666666666,0.001852328012612744
-1.1999999999999997,0.0018777023689499268
-1.1733333333333333,0.0012940921731952046
-1.1466666666666665,0.001014974253486424
-1.1199999999999997,0.0008119794027891575
-1.0933333333333333,0.0005582358394175398
-1.0666666666666664,0.0005836101957546938
-1.0399999999999996,0.0002791179197087729
-1.0133333333333332,0.00027911791970876954
-0.9866666666666664,0.0002029948506972877
-0.96,0.0001776204943601257
-0.9333333333333331,0.0001268717816858046
-0.9066666666666663,7.612306901148183e-05
-0.8799999999999999,0.000101497425348643
-0.853333333333333,0.0
-0.8266666666666667,5.074871267432235e-05
-0.7999999999999998,0.0
-0.773333333333333,2.5374356337161175e-05
-0.7466666666666666,0.0
-0.7199999999999998,0.0
-0.6933333333333329,0.0
-0.6666666666666665,0.0
-0.6399999999999997,0.0
-0.6133333333333333,0.0
-0.5866666666666664,0.0
-0.5599999999999996,0.0
-0.5333333333333332,0.0
-0.5066666666666664,0.0
-0.48,0.0
-0.45333333333333314,0.0
-0.4266666666666663,0.0
-0.3999999999999999,0.0
-0.3733333333333331,0.0
-0.34666666666666623,0.0
-0.31999999999999984,0.0
-0.293333333333333,0.0
-0.2666666666666666,0.0
-0.23999999999999977,0.0
-0.21333333333333293,0.0
-0.18666666666666654,0.0
-0.1599999999999997,0.0
-0.1333333333333333,0.0
-0.10666666666666647,0.0
-0.07999999999999963,0.0
-0.05333333333333323,0.0
-0.026666666666666394,0.0
0.0,0.0
0.026666666666667282,0.0
0.05333333333333368,0.0
0.08000000000000007,0.0
0.10666666666666735,0.0
0.13333333333333375,0.0
0.16000000000000014,0.0
0.18666666666666654,0.0
0.21333333333333382,0.0
0.2400000000000002,0.0
0.2666666666666666,0.0
0.2933333333333339,0.0
0.3200000000000003,0.0
0.3466666666666667,0.0
0.37333333333333396,0.0
0.40000000000000036,0.0
0.42666666666666675,0.0
0.45333333333333403,0.0
0.4800000000000004,0.0
0.5066666666666668,0.0
0.5333333333333332,0.0
0.5600000000000005,0.0
0.5866666666666669,0.0
0.6133333333333333,0.0
0.6400000000000006,0.0
0.666666666666667,0.0
0.6933333333333334,0.0
0.7200000000000006,0.0
0.746666666666667,2.5374356337161175e-05
0.7733333333333334,0.0
0.8000000000000007,5.074871267432235e-05
0.8266666666666671,0.0
0.8533333333333335,0.000101497425348643
0.8799999999999999,7.612306901148183e-05
0.9066666666666672,0.0001268717816858046
0.9333333333333336,0.0001776204943601257
0.96,0.0002029948506972877
0.9866666666666672,0.00027911791970876954
1.0133333333333336,0.0002791179197087729
1.04,0.0005836101957546938
1.0666666666666673,0.0005582358394175398
1.0933333333333337,0.0008119794027891575
1.12,0.001014974253486424
1.1466666666666674,0.0012940921731952046
1.1733333333333338,0.0018777023689499268
1.2000000000000002,0.001852328012612744
1.2266666666666666,0.002207569001332995
1.2533333333333339,0.002765804840750537
1.2800000000000002,0.0037554047378998132
1.3066666666666666,0.004465886715340319
1.333333333333334,0.005962973739232806
1.3600000000000003,0.006039096808244294
1.3866666666666667,0.007206317199753689
1.413333333333334,0.009033270856029282
1.4400000000000004,0.01190057312212859
1.4666666666666668,0.01266180381224314
1.493333333333334,0.014209639548810108
1.5200000000000005,0.017330685378281082
1.5466666666666669,0.019512880023276738
