distance (nm),number_prob_density
-4.0,0.0
-3.973333333333333,0.0
-3.9466666666666668,0.0
-3.92,2.6827411748545692e-05
-3.8933333333333335,0.0001341370587427316
-3.8666666666666667,0.0010730964699418519
-3.84,0.002360812233872062
-3.8133333333333335,0.005419137173206363
-3.7866666666666666,0.013038122109793535
-3.76,0.024225152808937177
-3.7333333333333334,0.03983870644659136
-3.7066666666666666,0.05893982361155685
-3.68,0.08469413889016089
-3.6533333333333333,0.11034114452176932
-3.6266666666666665,0.13217865768508902
-3.6,0.15490147543610672
-3.5733333333333333,0.171293024014467
-3.546666666666667,0.18188985165514435
-3.52,0.1924866792958202
-3.493333333333333,0.19482066411794202
-3.466666666666667,0.20461266940616318
-3.44,0.2013933799963376
-3.413333333333333,0.20380784705370492
-3.3866666666666667,0.20083000434961812
-3.36,0.19940815152694522
-3.333333333333333,0.19956911599743804
-3.3066666666666666,0.19728878599880656
-3.28,0.199810562703175
-3.2533333333333334,0.19648396364635368
-3.2266666666666666,0.2017153089373182
-3.2,0.19696685705782752
-3.1733333333333333,0.19763754235154118
-3.1466666666666665,0.20117876070234722
-3.12,0.20340543587747867
-3.0933333333333333,0.20313716175999325
-3.0666666666666664,0.20860995375669442
-3.04,0.21038056293210078
-3.013333333333333,0.20563211105260798
-2.9866666666666664,0.21190972540176947
-2.96,0.21494122292935136
-2.9333333333333336,0.22234558857195078
-2.9066666666666663,0.22344551245364452
-2.88,0.22416985257085115
-2.8533333333333335,0.23441792385879828
-2.8266666666666667,0.24300269561833315
-2.8,0.25056802573142056
-2.7733333333333334,0.25480675678769354
-2.7466666666666666,0.2680594981914755
-2.7199999999999998,0.26459876207591015
-2.6933333333333334,0.2774759197152153
-2.6666666666666665,0.28952142759031263
-2.6399999999999997,0.30065480346596163
-2.6133333333333333,0.30618125028615656
-2.586666666666667,0.3112516311066328
-2.5599999999999996,0.3243434080399282
-2.533333333333333,0.32997716450711695
-2.506666666666667,0.3442225201455987
-2.48,0.35554368790348534
-2.453333333333333,0.35819960166658726
