distance (nm),number_prob_density
-4.0,0.2530806003380139
-3.973333333333333,0.25378816467246096
-3.9466666666666668,0.2537881646724587
-3.92,0.25826098207233994
-3.8933333333333335,0.25492532163853066
-3.8666666666666667,0.25543072473456263
-3.84,0.25330803173122673
-3.8133333333333335,0.25952448981242165
-3.7866666666666666,0.2569974743322617
-3.76,0.25110952826348754
-3.7333333333333334,0.25740179680908737
-3.7066666666666666,0.25939813903841596
-3.68,0.25674477278424573
-3.6533333333333333,0.2567447727842418
-3.6266666666666665,0.2554307247345649
-3.6,0.256795313093849
-3.5733333333333333,0.2545715394713065
-3.546666666666667,0.255531805353769
-3.52,0.2561382890690074
-3.493333333333333,0.26091434832650795
-3.466666666666667,0.2590443568711913
-3.44,0.2544957290069035
-3.413333333333333,0.259019086716388
-3.3866666666666667,0.25919597780000087
-3.36,0.25841260300115126
-3.333333333333333,0.25947394950282077
-3.3066666666666666,0.2512611491922949
-3.28,0.2539397856012705
-3.2533333333333334,0.2528784390996011
-3.2266666666666666,0.2543188379232906
-3.2,0.25924651810960403
-3.1733333333333333,0.24961858913019486
-3.1466666666666665,0.24787494844888291
-3.12,0.24853197247372605
-3.0933333333333333,0.2458786062195582
-3.0666666666666664,0.24681360194721585
-3.04,0.2414310589744768
-3.013333333333333,0.24117835742646077
-2.9866666666666664,0.23731202374181826
-2.96,0.23566946367971076
-2.9333333333333336,0.23791850745705237
-2.9066666666666663,0.23400163346280878
-2.88,0.23059016256458936
-2.8533333333333335,0.2223268219444679
-2.8266666666666667,0.22149290683601514
-2.8,0.21120795383176305
-2.7733333333333334,0.21386132008593225
-2.7466666666666666,0.2094390429956524
-2.7199999999999998,0.20496622559576816
-2.6933333333333334,0.2025150205800143
-2.6666666666666665,0.1999121946354496
-2.6399999999999997,0.19566680862878275
-2.6133333333333333,0.19104237030008717
-2.586666666666667,0.18861643543913312
-2.5599999999999996,0.18239997735794317
-2.533333333333333,0.18361294478841722
-2.506666666666667,0.17744702701682813
-2.48,0.17689108361119293
-2.453333333333333,0.17330272162936483
-2.4266666666666667,0.17163489141246036
-2.4,0.1632199298635279
-2.373333333333333,0.16460978837761475
-2.3466666666666667,0.16400330466237745
-2.32,0.15705401209193773
-2.293333333333333,0.16059183376416303
-2.2666666666666666,0.15498185939820563
-2.24,0.15624536713828518
-2.213333333333333,0.15498185939820802
-2.1866666666666665,0.15450172645697524
-2.16,0.15045850168872038
-2.1333333333333333,0.1537183516581267
-2.1066666666666665,0.14732500249332117
-2.08,0.15015525983110123
-2.0533333333333332,0.14919499394864044
-2.0266666666666664,0.1468701397068924
-2.0,0.1456066319668134
-1.9733333333333332,0.14305434633185193
-1.9466666666666663,0.142498402926218
-1.92,0.13931436342121306
-1.893333333333333,0.1354732998913734
-1.8666666666666667,0.1339823607580779
-1.8399999999999999,0.12938319258418485
-1.813333333333333,0.1259717216859721
-1.7866666666666666,0.11722824812461774
-1.7599999999999998,0.11176989468747153
-1.7333333333333334,0.10689275481076375
-1.7066666666666666,0.09708793474774337
-1.6799999999999997,0.0896585092360726
-1.6533333333333333,0.08364421239329267
-1.6266666666666665,0.07768045586011532
-1.5999999999999996,0.0704531915868575
-1.5733333333333333,0.06274579437237032
-1.5466666666666664,0.055720691337526274
-1.52,0.04642127437053734
-1.4933333333333332,0.04293399300791603
-1.4666666666666663,0.03633848260469968
-1.44,0.029439730343862824
-1.413333333333333,0.02562393696882121
-1.3866666666666667,0.02079733740171597
-1.3599999999999999,0.01786599944473049
-1.333333333333333,0.015414794428975274
-1.3066666666666666,0.011674811518338735
-1.2799999999999998,0.009248876657385236
-1.253333333333333,0.008035909226908427
-1.2266666666666666,0.006393349164804553
-1.1999999999999997,0.0043970069354782645
-1.1733333333333333,0.003108229040596677
-1.1466666666666665,0.003133499195398223
-1.1199999999999997,0.0022743139321439298
-1.0933333333333333,0.0016678302169055351
-1.0666666666666664,0.0012382375852783302
-1.0399999999999996,0.0008591852632543735
-1.0133333333333332,0.0006570240248415726
-0.9866666666666664,0.00032851201242078477
-0.96,0.0004295926316271808
-0.9333333333333331,0.00025270154801599004
-0.9066666666666663,0.00037905232202398403
-0.8799999999999999,0.00012635077400799483
-0.853333333333333,0.00020216123841279376
-0.8266666666666667,0.0001010806192063956
-0.7999999999999998,5.05403096031976e-05
-0.773333333333333,5.054030960319844e-05
-0.7466666666666666,0.0
-0.7199999999999998,2.52701548015988e-05
-0.6933333333333329,5.054030960319844e-05
-0.6666666666666665,5.05403096031976e-05
-0.6399999999999997,2.527015480159922e-05
-0.6133333333333333,0.0
-0.5866666666666664,0.0
-0.5599999999999996,0.0
-0.5333333333333332,0.0
-0.5066666666666664,0.0
-0.48,0.0
-0.45333333333333314,0.0
-0.4266666666666663,0.0
-0.3999999999999999,0.0
-0.3733333333333331,0.0
-0.34666666666666623,0.0
-0.31999999999999984,0.0
-0.293333333333333,0.0
-0.2666666666666666,0.0
-0.23999999999999977,0.0
-0.21333333333333293,0.0
-0.18666666666666654,0.0
-0.1599999999999997,0.0
-0.1333333333333333,0.0
-0.10666666666666647,0.0
-0.07999999999999963,0.0
-0.05333333333333323,0.0
-0.026666666666666394,0.0
0.0,0.0
0.026666666666667282,0.0
0.05333333333333368,0.0
0.08000000000000007,0.0
0.10666666666666735,0.0
0.13333333333333375,0.0
0.16000000000000014,0.0
0.18666666666666654,0.0
0.21333333333333382,0.0
0.2400000000000002,0.0
0.2666666666666666,0.0
0.2933333333333339,0.0
0.3200000000000003,0.0
0.3466666666666667,0.0
0.37333333333333396,0.0
0.40000000000000036,0.0
0.42666666666666675,0.0
0.45333333333333403,0.0
0.4800000000000004,0.0
0.5066666666666668,0.0
0.5333333333333332,0.0
0.5600000000000005,0.0
0.5866666666666669,0.0
0.6133333333333333,2.527015480159922e-05
0.6400000000000006,5.05403096031976e-05
0.666666666666667,5.054030960319844e-05
0.6933333333333334,2.52701548015988e-05
0.7200000000000006,0.0
0.746666666666667,5.054030960319844e-05
0.7733333333333334,5.05403096031976e-05
0.8000000000000007,0.0001010806192063956
0.8266666666666671,0.00020216123841279376
0.8533333333333335,0.00012635077400799483
0.8799999999999999,0.00037905232202398403
0.9066666666666672,0.00025270154801599004
0.9333333333333336,0.0004295926316271808
0.96,0.00032851201242078477
0.9866666666666672,0.0006570240248415726
1.0133333333333336,0.0008591852632543735
1.04,0.0012382375852783302
1.0666666666666673,0.0016678302169055351
1.0933333333333337,0.0022743139321439298
1.12,0.003133499195398223
1.1466666666666674,0.003108229040596677
1.1733333333333338,0.0043970069354782645
1.2000000000000002,0.006393349164804553
1.2266666666666666,0.008035909226908427
