0.5 6.53956589449095e-05
1.5 6.0833171111543715e-05
2.5 7.604146388942964e-05
3.5 6.53956589449095e-05
4.5 8.060395172279542e-05
5.5 5.018736616702357e-05
6.5 7.604146388942964e-05
7.5 6.691648822269809e-05
8.5 9.429141522289277e-05
9.5 0.00010341639088962433
10.5 0.00011710385438972166
11.5 7.756229316721824e-05
12.5 0.00013687463500097332
13.5 0.00012318717150087605
14.5 0.0001459996106677049
15.5 0.0001718537083901109
16.5 0.00021595775744598003
17.5 0.00021291609889040295
18.5 0.0002570201479462721
19.5 0.0003132908312244502
20.5 0.0003741240023359937
21.5 0.0004227905392252288
22.5 0.0005079569787813898
23.5 0.0005687901498929333
24.5 0.0008197269807280507
25.5 0.0009079350788397894
26.5 0.0010204764453961455
27.5 0.001320079813120498
28.5 0.001488891862955032
29.5 0.0018097868405684246
30.5 0.002155015086626435
31.5 0.0025032849912400234
32.5 0.0031967831419116217
33.5 0.0035191989488028014
34.5 0.004002822659139573
35.5 0.004597466906754916
36.5 0.005221006910648238
37.5 0.005800442865485693
38.5 0.006282545746544676
39.5 0.007134210142106286
40.5 0.007379063655830252
41.5 0.00800868697683473
42.5 0.008527289760560637
43.5 0.008983538543897216
44.5 0.009191892154954253
45.5 0.009579703620790346
46.5 0.009613161864901694
47.5 0.009699849133735642
48.5 0.00932420430212186
49.5 0.00968464084095776
50.5 0.009210142106287714
51.5 0.00891358039711894
52.5 0.008831455616118356
53.5 0.008378248491337356
54.5 0.008099936733502044
55.5 0.007631521315943159
56.5 0.007500729998053339
57.5 0.007398834436441502
58.5 0.007050564531827917
59.5 0.006758565310492505
60.5 0.006868065018493283
61.5 0.006740315359159044
62.5 0.006761606969048084
63.5 0.006787461066770488
64.5 0.006766169456881447
65.5 0.007220897410940238
66.5 0.007278688923496204
67.5 0.007403396924274868
68.5 0.007655854584387774
69.5 0.00785660404905587
70.5 0.008180540685224839
71.5 0.008585081273116602
72.5 0.008702185127506326
73.5 0.009044371715008761
74.5 0.009239037862565698
75.5 0.009354620887677636
76.5 0.009529516254623317
77.5 0.00969832830445785
78.5 0.009413933229511385
79.5 0.009135621471676077
80.5 0.00862310200506132
81.5 0.008379769320615144
82.5 0.007896145610278373
83.5 0.007482480046719876
84.5 0.006746398676270196
85.5 0.006049858867043022
86.5 0.005371569009149308
87.5 0.004688716663422233
88.5 0.00417163470897411
89.5 0.003490303192524821
90.5 0.0031572415806891173
91.5 0.00271163860229706
92.5 0.002412035234572707
93.5 0.0018797449873467003
94.5 0.0015390792291220554
95.5 0.0013459339108429043
96.5 0.0011756010317305818
97.5 0.0009854973720070082
98.5 0.0008471019077282461
99.5 0.0006858940042826549
