concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.0021093618851064804
56.0,-0.006753040990741907,0.0016989445139835991
150.0,-0.0089144595804634,0.0018086307795702912
450.0,-0.01853891323903341,0.0017560828173159599
