concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.0
350.0,0.0013790938580573175,0.03213366378713766
450.0,0.058473011858303746,0.0334273507691353
650.0,0.032784591990846566,0.03524754747566949
1000.0,0.033139235882605776,0.03546375060070555
