concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.0024909661053924394
105.0,-0.014467689876210213,0.0021276438588126684
346.0,-0.030342617802742194,0.002198551681449362
467.0,-0.03238171696176024,0.002324967828613081
711.0,-0.042089733265918174,0.0027419994941230174
978.0,-0.04656320151553447,0.00265995222550479
