concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.0017652468945936338
56.0,-0.0028622687030780414,0.001460132028378134
150.0,-0.008244955726718795,0.0015999018998917054
450.0,-0.013555724975914674,0.0014974420446912965
