concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.0
10.0,-0.011200000000000002,-0.0
100.0,-0.025700000000000004,-0.0
350.0,-0.0426,-0.0
1000.0,-0.0611,-0.0
