concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.0024517180348797665
105.0,-0.014143410190816835,0.002062699451236082
346.0,-0.03020527271790166,0.0022606308416911903
467.0,-0.03208634205622684,0.0025208202632918163
711.0,-0.041526527199995875,0.003402451989307299
978.0,-0.04355222350151883,0.002839053375769182
