,concentration (mM),order_parameter,err_order_parameter
0,0.0,0.0,0.0
1,350.0,0.038260836028535056,0.03147510636314686
2,450.0,-0.030007812122070043,0.03144945484250286
3,650.0,-0.009864885845981483,0.03382973662706464
4,1000.0,0.020289859788498968,0.035787356229122255
