,concentration (mM),order_parameter,err_order_parameter
0,0.0,0.0,0.0
1,350.0,0.03116207481075739,0.031499898773549216
2,450.0,0.008314410589279425,0.034269449088873985
3,650.0,-0.09161855681526915,0.033263409092817435
4,1000.0,-0.025782188561100497,0.034175343512625876
