concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.001987403487408673
105.0,-0.00635050758070476,0.0016641795887242766
346.0,-0.01364773129868748,0.001706511037085944
467.0,-0.012612670167854702,0.0019863070761466503
711.0,-0.01712767448065919,0.0023869828607805924
978.0,-0.01934198533766976,0.0019091746905008959
