concentration (mM),order_parameter,err_order_parameter
0.0,0.0,0.0
350.0,-0.038163632378342305,0.01988708856890105
450.0,-0.01683801958230871,0.02131589906334887
650.0,-0.025322749495676727,0.022577374171385035
1000.0,-0.04329352691099003,0.024092888461032885
